media_object_id,timestamp,caption,comments,comments_count,media_type,media_url,like_count,engagement,impressions,reach,saved,video_views
17843583706041130,2014-12-01 02:44:16+00:00,From caves to grottos!! Only 3 days left for our kickstarter and each pledge counts!! Enjoy your cheese more by preserving it! http://kck.st/1qnfB7U,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10831907_1557577941125155_1988557307_n.jpg?_nc_cat=108&_nc_oc=AQlHNvObLocC2d-BkA_zM7MhUGvxW9P1DeM_crARIFdeIsEusOk3fCm7qBjUegBr76c&_nc_ht=scontent.xx&oh=7e74325fc3082b8a6392954c371e87a4&oe=5E2CDE96,8,,,,,
17843586079041130,2014-12-07 19:05:52+00:00,#creamcheeserose,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10852972_1569270706637113_590238424_n.jpg?_nc_cat=111&_nc_oc=AQmV8Z65fs8dDsjS5KPeTuhuS0TziSqrSIHfDgx9RNQsEgLlw33AsT27i15LgNPbOog&_nc_ht=scontent.xx&oh=78559c10f33b01550f0c1e24d3588848&oe=5E1A5410,6,,,,,
17843586676041130,2014-12-09 15:39:13+00:00,#cheesesafe is getting ready for a production run....more exciting footage of the initial build process to come!,"{'data': [{'timestamp': '2014-12-09T16:51:10+0000', 'text': '@mmefromage Double yay!', 'id': '17850653548041130'}, {'timestamp': '2014-12-09T16:46:24+0000', 'text': 'Yay!', 'id': '17850653539041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10848118_1427458007474921_1910512450_n.jpg?_nc_cat=104&_nc_oc=AQkADzWbyDOL__ikOuowOgnwp2OuzfZfQsvVGj6iFWj3Vli7LRVe_8I0b-Rc9fmoeFM&_nc_ht=scontent.xx&oh=0adab2c22bea7f37b7af00d2d613f450&oe=5E388188,9,,,,,
17841734374041130,2014-12-09 16:50:02+00:00,We're offering #cheesemakinggiftcertificates for the NYC area! Http://wp.me/pOhKx-ei,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10802659_900614739963242_1330586683_n.jpg?_nc_cat=101&_nc_oc=AQkC44xiDxwLfmw2gsllk9uiDN6S9Kd14WSsjZDJiPvYJma-MkPFCWRNw4xqi_6OW7A&_nc_ht=scontent.xx&oh=7d5e0390838ae582b4e046a7e58f7b29&oe=5E212C27,7,,,,,
17843587759041130,2014-12-12 18:51:18+00:00,Mega local cheese platter @61local #landaff #middlebury #mosessleeper,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10684090_1374731009491453_559591768_n.jpg?_nc_cat=101&_nc_oc=AQlQLJy3fmCJlTNtLj94YPsjmD24226w77njKlbn-Non_zyz9WvVEdr7pcvTNL0HDdU&_nc_ht=scontent.xx&oh=4adbee225c7f2b3be40782d37a55987e&oe=5E2A25FD,15,,,,,
17843589769041130,2014-12-16 16:16:46+00:00,Today we build. #pine #cheesesafe @61local,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10838766_1747450792147572_2113470224_n.jpg?_nc_cat=102&_nc_oc=AQm2kmLhYDNTFk4Q8XNSUeLiT7CI6D3uwbzWo13RVzNf5eh1SMtLEA4UTimThCUxCHE&_nc_ht=scontent.xx&oh=be5eaaa4e0cdd74f39a63e61793548ac&oe=5E38F280,9,,,,,
17843589775041130,2014-12-16 16:19:13+00:00,Milling pine with Dave of @61local #cheesesafe #pine,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10831963_395097553989877_321549688_n.jpg?_nc_cat=101&_nc_oc=AQlak2Z32QeN5-tWpYxoo5ibS5Z9xbhw3RXeftyu19mJbtbgqdncOoGcJ07d8bQ0_80&_nc_ht=scontent.xx&oh=6247bbe3aca0349c1ae63cd159c1da4f&oe=5E1A81B7,3,,,,,
17843589778041130,2014-12-16 16:22:22+00:00,Work dat wood. @61local #cheesesafe,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10818103_616518561786083_1069741494_n.jpg?_nc_cat=101&_nc_oc=AQmiN6FW-mdwlcaNUhOKmmeu-fYmLJ5RY3t0IUCA8Qsp5GyFyR8InVrBbuZ6aWY-tmk&_nc_ht=scontent.xx&oh=345344168cf4e450df6ab86107360574&oe=5E1EB445,1,,,,,
17843589781041130,2014-12-16 16:27:50+00:00,The stacks. @61local #cheesesafe,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10838577_766668190037337_103020631_n.jpg?_nc_cat=109&_nc_oc=AQkxlCIN5s8OhFN-yUuHwgqtN-Iz2F56ibwFaIyi0vdyqkMpn73djpIqj1p-uSKvI8k&_nc_ht=scontent.xx&oh=c413b7158d3ed8ef077fa93fdbf67fec&oe=5E25E8CC,4,,,,,
17843592235041130,2014-12-20 19:10:18+00:00,I'm missing that broccoli soup with apple potato confit and #housemade #ricottasalata from yesteryear. @skytownbk  #homemadecheesefridays #cheeseinthecitysupper,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10848136_1556091034630853_1010244528_n.jpg?_nc_cat=109&_nc_oc=AQkk3NFiqRA5HkgbOUfRWxV2eUT-E4TqWk_T6zQoJV3A3-_EOJZkpFsMOLcWL7gnfX8&_nc_ht=scontent.xx&oh=6425fc699eef44e0103d0a8c5939acc9&oe=5DEFE7F9,4,,,,,
17843593258041130,2014-12-22 01:28:50+00:00,Branding. #fire #pine #cheesesafe,"{'data': [{'timestamp': '2014-12-22T01:44:00+0000', 'text': '😍', 'id': '17850667669041130'}]}",1,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10593305_703239899774846_117356890_n.jpg?_nc_cat=100&_nc_oc=AQmD8bxrJoCn6lHcIAUui82OQ4TU3ltStqA6SP2bNmtiCvT_taMhdBQP68Q-9TrHhjo&_nc_ht=scontent.xx&oh=3c66ac3281e6bfa45081a4cd7409c3b6&oe=5E1EC95C,13,,,,,
17843593702041130,2014-12-22 17:11:23+00:00,Giving my wooden goat board a face lift....cleaned with #water and #whitevinegar and finished with #coconutoil.,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10865157_328728750654837_165267104_n.jpg?_nc_cat=105&_nc_oc=AQmY1y6eSwZxOetgqG7oDHXQp8Dben3SZJjDDEUsbD94ccTdjuPcr80bRpK25V3jICY&_nc_ht=scontent.xx&oh=e129998ebf184fe56696d28c8be39a40&oe=5E1A21EC,9,,,,,
17843594239041130,2014-12-23 15:42:59+00:00,#CheeseGrotto coming to life. #cheesesafe @61local,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10848286_1573109892904830_1680917984_n.jpg?_nc_cat=100&_nc_oc=AQkTQHjO-H_iZ-wE3O36RxkzlhbECB1VH5jqMBEEdw4jXEi4abm9ZWsQ1f3wW8Ucr08&_nc_ht=scontent.xx&oh=38f61dc3ca836eb6cafb071dfe78a218&oe=5E1DB6C9,13,,,,,
17843594566041130,2014-12-24 03:02:26+00:00,"Making some holiday #goatcheese. @artisangeek @yoavperry, what's your favorite chevre culture blend?",,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10838752_1541521999437973_1345173375_n.jpg?_nc_cat=100&_nc_oc=AQnj1CcucY2KP2IAdaDM-LE75N1L_G5WQSilGZ5Q6jAY6g44D2eTsWfFgmQl4yzBCl0&_nc_ht=scontent.xx&oh=6465201b1f486524e8a44d7449879421&oe=5E35710A,7,,,,,
17843595292041130,2014-12-25 02:42:40+00:00,X-mas eve goat disc. #evoo # thyme #pepperflake #lemonzest,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10848177_705087666257001_531515463_n.jpg?_nc_cat=103&_nc_oc=AQkOWTcqc87cdhgldfDypFfOZXdt4msvl8VT_1olEDNQtqymiIJN3jYF7Y-kUQVsOho&_nc_ht=scontent.xx&oh=494b61aea77f115a8a78f9f1c0da3483&oe=5E1D0D87,9,,,,,
17843595904041130,2014-12-25 18:48:31+00:00,Christmas #cheese snack. #Baked #vacherinmont-d'or #housemarinatedgoatdisc #garlicbread,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10831733_430871630398978_539414945_n.jpg?_nc_cat=108&_nc_oc=AQlKYDtFmHGmLkNz1clManePP-lKlxn1rvFbFuHfSqmJ4SSXi8sxLeB8rlTLljM48jA&_nc_ht=scontent.xx&oh=b0bd8a512364b95efab3ee172fd7517a&oe=5E234529,3,,,,,
17843596288041130,2014-12-26 00:57:51+00:00,"X-mas #dessert. Flourless #chocolate cake, #honeyspiced #poachedpear, #coffeeinfused #housemade #mascarpone.",,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10832079_409830472526922_974577478_n.jpg?_nc_cat=108&_nc_oc=AQnvtji0DggZCOa4JeJ2mHOUqWnM7lItJDvWtLGqvLTfql0NEhwIkBr2icT7ENU6TMo&_nc_ht=scontent.xx&oh=e6289d1295a47e5c9acf70f4ee4eb1db&oe=5E2C983A,11,,,,,
17843601199041130,2015-01-01 19:11:33+00:00,Happy New Year! Eat a #porksausage and #sauerkraut for #goodluck! #formaggiokitchen #stilton and #apple salad #grits,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10903432_313653165502420_1126920720_n.jpg?_nc_cat=104&_nc_oc=AQkPH83gV21f2djsY-P27FsgUIiN8yuG5y-koTm0NimvkJp4AvtgYIZCZES7EV2fVmM&_nc_ht=scontent.xx&oh=30f81eb980b219495de4991403e8a340&oe=5E29067D,1,,,,,
17843601304041130,2015-01-01 23:08:33+00:00,Day-um. That's one tasty pizza! #guisepinas #mozzarella #southslope #celebrate,"{'data': [{'timestamp': '2015-01-02T21:10:52+0000', 'text': 'like pic @zihegggg', 'id': '17850682117041130'}]}",1,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10891031_1530308107219709_283794407_n.jpg?_nc_cat=101&_nc_oc=AQnvZ0SuwXtqHXD8rqThsZeZi9QWEAOPFu5khGkjjHt4AiaLOttTozB3MldoJnQ9oHI&_nc_ht=scontent.xx&oh=53ecd7767a91b90ddee722d0a0a65d94&oe=5E39FBFC,3,,,,,
17843604232041130,2015-01-05 17:16:13+00:00,#tommebrulee #goatcheese #corian #cheesegrotto,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10903488_575149572615830_1592921715_n.jpg?_nc_cat=107&_nc_oc=AQkX6YWOypR0t9U7Q3JY20fMo7G2sXPLPOsWqnm2OW0A7xGNzc_Qzu-7C69Thhhwqw4&_nc_ht=scontent.xx&oh=e1eb404f248c50351b83f4a6f09bc65e&oe=5E2E336E,4,,,,,
17843605387041130,2015-01-07 17:00:02+00:00,Excited to be giving away an exclusive pine #cheesesafe and a gift certificate for our #premium humidity and airflow model to some lucky competitors this Sunday in SF. Yeehaw!,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10898949_697733333677514_619265311_n.jpg?_nc_cat=107&_nc_oc=AQmNDYA081Q13yIc7bz05HrtgbTJ8MMhN2jbRO4aB84SW62YierGChGBFu7JiZobV-Y&_nc_ht=scontent.xx&oh=2ba9256b524247aefdc2cefd37f3aae1&oe=5E292A8D,11,,,,,
17843608414041130,2015-01-11 22:37:56+00:00,Some lucky #cheesemonger is taking this baby home with them tonight. #pine #cheesesafe #cmisf #cmi,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10890643_700922323360823_940536101_n.jpg?_nc_cat=107&_nc_oc=AQlQ5UFEG0JLnHydlu1ORP1hXziAitL87klJgn1Efy7u8Qw3Whrcq0m1mLiWeIMszVk&_nc_ht=scontent.xx&oh=9fc5001d54e5736c05d44364bd1f9361&oe=5E3A4C05,8,,,,,
17843609173041130,2015-01-13 05:27:41+00:00,Tru dat.,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10894981_369655026546759_1316889459_n.jpg?_nc_cat=109&_nc_oc=AQkrG04mv21SQUPGFiLbthxzHBjF_-U1LNiLzXCgbSD8fNXme7Y6dxmF4yF7GC3RW20&_nc_ht=scontent.xx&oh=3894b2f0200262cb1ee68b640b489c71&oe=5E355C03,2,,,,,
17843610613041130,2015-01-15 06:09:09+00:00,#beets @azizasf,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/928753_765979143456380_1704993863_n.jpg?_nc_cat=103&_nc_oc=AQmf2czO7AJQGYYRwcEs7CMgOzvGZpQkM0QbdCnJ68WLl4imzMi1zGrF44cwPEbKF80&_nc_ht=scontent.xx&oh=223fa943ee6e9741e6eca5986eb3450e&oe=5E24079D,5,,,,,
17841735100041130,2015-01-15 22:09:37+00:00,Visiting the old stomping grounds. #tbt #cowgirlcreamery @cowgirlcreamery #redhawk #pointreyesstation #tomalesbayfoods,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10919711_1611001992462192_1934118607_n.jpg?_nc_cat=100&_nc_oc=AQlngfZQlf73XaxxVWVC9v8q35p3OVjrU1K9tu9ypNi5c1hXsTppCguCWo6dinAZph4&_nc_ht=scontent.xx&oh=af4465046a6fcbcb3e27845183fd97ff&oe=5E28B7B8,13,,,,,
17843611069041130,2015-01-16 02:09:12+00:00,#dungenesscrab #familytradition #sf,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10932223_1611391839089227_1457105791_n.jpg?_nc_cat=110&_nc_oc=AQmNDRV2ZPnEH3q7RY41KhyisParBisNoFl6ftgvTMk-4ClecCdk7dKpzpC5KWVpBKM&_nc_ht=scontent.xx&oh=3f0afba83d4a3b47cf515bd387a3de6c&oe=5DEF4637,15,,,,,
17841747973041130,2015-01-20 16:15:34+00:00,"@CheeseGrotto is curating a series of housemade #cheese #dinners with @cheeseinthecity! 2/22 @61Local eepurl.com/baJwQX. 
Photo cred: http://eeref.engr.oregonstate.edu/Sectors/Agricultural/Sheep_and_Goat_Farming","{'data': [{'timestamp': '2015-01-20T17:59:31+0000', 'text': '#nationalcheeseloversday', 'id': '17850703657041130'}, {'timestamp': '2015-01-20T16:16:33+0000', 'text': 'Http://eepurl.com/baJwQX', 'id': '17850703579041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10903687_1538723296387184_1567918342_n.jpg?_nc_cat=105&_nc_oc=AQnp1RRnHZNZOfnAPWVwnbW40XJNBawOjWL40iqaitHxrS-mbQB2nX5wjggZhkiUazU&_nc_ht=scontent.xx&oh=c79525a9a9d4ab5084665874e3bfd052&oe=5E3BDFA2,19,,,,,
17843614048041130,2015-01-21 15:08:03+00:00,"Mark your calendar! @Cheeseinthecity #supper happening Sunday February 22nd @61local. #housemade #cheeses and #regional #wines! Http://eepurl.com/baJwQX 
Featured dish from last time: House made burrata, roasted rose cherries, duck prosciutto, mustard greens.","{'data': [{'timestamp': '2015-03-18T09:23:34+0000', 'text': 'Like it!', 'id': '17850770077041130'}, {'timestamp': '2015-01-21T19:24:41+0000', 'text': '@grilledcheesesocial', 'id': '17850704956041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10903721_327147867490257_1157475316_n.jpg?_nc_cat=105&_nc_oc=AQlIOHL98_arrwklo-BMfYpJ1ka-ifutmYHGVJh5bopVVI6bmYyMssM0ITcUrkQfC_Y&_nc_ht=scontent.xx&oh=30a6e0921f8ce3c270fa481f44b8603b&oe=5E39EF68,15,,,,,
17843617363041130,2015-01-27 00:03:09+00:00,#Gruyere #cheese #gratin avec #bacon. Blizzard here we come. Happy Snow Day!,"{'data': [{'timestamp': '2015-01-27T01:54:38+0000', 'text': '#luckybrother', 'id': '17850713044041130'}, {'timestamp': '2015-01-27T00:33:48+0000', 'text': '@cheesegrotto 👌', 'id': '17850712819041130'}, {'timestamp': '2015-01-27T00:03:42+0000', 'text': '#potatoes', 'id': '17850712717041130'}]}",3,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10932087_408289529347340_304562934_n.jpg?_nc_cat=104&_nc_oc=AQm4mPyZ-93c360LuD3nZ4bG_wa9jPORVzRTFsykgyHqd6X0XlngU4iXahKe-KN4BXU&_nc_ht=scontent.xx&oh=ec4d6217e4cf559d060e08c561f63daf&oe=5E3AE21C,8,,,,,
